"Tipo_Maturita, Voto_Diploma, CFU_Primo"
"[3, 90, 1048, 1]"
"[3, 81, 1030, 1]"
"[2, 76, 1006, 2]"
"[1, 83, 1042, 2]"
"[3, 90, 1042, 1]"
"[3, 95, 1042, 2]"
"[3, 75, 1024, 2]"
"[1, 93, 1021, 0]"
"[3, 95, 1054, 0]"
"[3, 100, 1033, 2]"
"[2, 88, 1006, 0]"
"[3, 100, 1048, 1]"
"[3, 82, 1027, 2]"
"[3, 95, 1042, 1]"
"[3, 84, 1048, 2]"
"[1, 75, 1033, 2]"
"[3, 93, 1042, 2]"
"[3, 95, 1042, 1]"
"[3, 68, 1042, 1]"
"[3, 77, 1048, 1]"
"[3, 100, 1048, 1]"
"[3, 92, 1042, 1]"
"[2, 78, 1042, 1]"
"[2, 87, 1033, 2]"
"[3, 85, 1036, 1]"
"[3, 70, 1033, 2]"
"[3, 88, 1048, 1]"
"[3, 100, 1048, 1]"
"[3, 90, 1054, 0]"
"[3, 95, 1048, 0]"
"[3, 65, 1027, 2]"
"[3, 76, 1033, 2]"
"[2, 96, 1048, 0]"
"[3, 77, 1048, 2]"
"[3, 100, 1048, 1]"
"[1, 95, 1048, 1]"
"[3, 95, 1048, 0]"
"[3, 100, 1048, 1]"
"[1, 88, 1033, 2]"
"[3, 80, 1033, 1]"
"[3, 96, 1042, 1]"
"[3, 100, 1054, 0]"
"[3, 100, 1048, 0]"
"[3, 96, 1048, 0]"
"[3, 72, 1015, 2]"
"[3, 86, 1048, 2]"
"[3, 100, 1054, 0]"
"[3, 96, 1027, 2]"
"[3, 86, 1048, 0]"
"[3, 100, 1048, 0]"
"[3, 90, 1027, 1]"
"[3, 100, 1048, 1]"
"[1, 98, 1048, 1]"
"[2, 83, 1021, 0]"
"[3, 65, 1030, 2]"
"[3, 100, 1048, 1]"
"[3, 80, 1015, 0]"
"[3, 100, 1048, 0]"
"[1, 87, 1006, 0]"
"[3, 94, 1021, 2]"
"[3, 83, 1042, 1]"
"[3, 80, 1033, 0]"
"[3, 99, 1033, 0]"
"[3, 70, 1021, 0]"
"[3, 100, 1048, 0]"
"[2, 89, 1021, 2]"
"[2, 92, 1051, 0]"
"[3, 88, 1048, 1]"
"[2, 66, 1015, 2]"
"[3, 94, 1042, 1]"
"[3, 97, 1048, 1]"
"[2, 96, 1027, 2]"
"[3, 100, 1054, 0]"
"[2, 100, 1021, 2]"
"[3, 83, 1042, 1]"
"[3, 95, 1018, 3]"
"[2, 72, 1042, 2]"
"[2, 80, 1033, 2]"
"[3, 60, 1006, 0]"
"[3, 100, 1015, 2]"
"[3, 76, 1033, 1]"
"[1, 72, 1006, 0]"
"[3, 85, 1048, 1]"
"[3, 70, 1024, 2]"
"[3, 83, 1027, 2]"
"[3, 74, 1033, 1]"
"[2, 92, 1024, 0]"
"[1, 77, 1012, 0]"
"[3, 94, 1060, 0]"
"[3, 74, 1018, 0]"
"[3, 98, 1048, 0]"
"[3, 94, 1054, 0]"
"[3, 96, 1042, 1]"
"[2, 100, 1054, 0]"
"[1, 95, 1054, 0]"
"[2, 82, 1021, 1]"
"[3, 92, 1048, 1]"
"[3, 100, 1042, 1]"
"[3, 98, 1048, 1]"
"[1, 100, 1042, 0]"
"[1, 100, 1042, 0]"
"[3, 82, 1042, 1]"
"[3, 90, 1048, 1]"
"[3, 100, 1042, 1]"
"[3, 94, 1054, 0]"
"[2, 81, 1042, 1]"
"[1, 87, 1042, 1]"
"[3, 70, 1042, 1]"
"[2, 100, 1039, 1]"
"[3, 87, 1048, 1]"
"[3, 100, 1030, 1]"
"[3, 96, 1054, 0]"
"[2, 90, 1042, 0]"
"[3, 89, 1042, 1]"
"[3, 78, 1036, 0]"
"[2, 72, 1018, 0]"
"[2, 99, 1042, 1]"
"[1, 100, 1054, 0]"
"[3, 95, 1042, 1]"
"[3, 100, 1048, 0]"
"[2, 70, 1027, 1]"
"[2, 95, 1033, 1]"
"[3, 98, 1015, 1]"
"[2, 73, 1039, 1]"
"[3, 80, 1048, 1]"
"[2, 100, 1054, 0]"
"[3, 100, 1054, 0]"
"[3, 100, 1048, 0]"
"[3, 95, 1036, 1]"
"[3, 100, 1054, 0]"
"[2, 80, 1012, 1]"
"[3, 80, 1042, 1]"
"[3, 97, 1042, 1]"
"[2, 80, 1015, 0]"
"[3, 86, 1033, 1]"
"[3, 90, 1042, 1]"
"[3, 72, 1030, 1]"
"[2, 87, 1042, 1]"
"[3, 73, 1042, 1]"
"[3, 100, 1042, 1]"
"[3, 100, 1042, 0]"
"[2, 100, 1048, 0]"
"[3, 83, 1042, 1]"
"[3, 100, 1054, 0]"
"[1, 100, 1054, 0]"
"[3, 73, 1042, 1]"
"[3, 75, 1048, 1]"
"[2, 90, 1006, 0]"
"[3, 90, 1030, 1]"
"[3, 85, 1033, 1]"
"[2, 85, 1042, 1]"
"[1, 73, 1006, 0]"
"[1, 72, 1033, 0]"
"[3, 86, 1036, 1]"
"[3, 78, 1012, 1]"
"[3, 63, 1009, 0]"
"[1, 100, 1042, 1]"
"[3, 83, 1006, 0]"
"[3, 74, 1021, 1]"
"[3, 75, 1030, 1]"
"[1, 70, 1042, 1]"
"[3, 100, 1054, 0]"
"[3, 98, 1054, 0]"
"[1, 100, 1036, 1]"
"[1, 70, 1048, 0]"
"[1, 78, 1036, 1]"
"[1, 85, 1048, 0]"
"[2, 100, 1054, 0]"
"[3, 100, 1036, 1]"
"[3, 92, 1042, 1]"
"[3, 100, 1036, 1]"
"[3, 68, 1021, 0]"
"[3, 80, 1048, 0]"
"[3, 74, 1042, 1]"
"[2, 100, 1054, 0]"
"[3, 74, 1021, 0]"
"[2, 77, 1027, 1]"
"[3, 60, 1033, 0]"
"[3, 84, 1054, 0]"
"[3, 89, 1042, 1]"
"[2, 100, 1021, 1]"
"[1, 100, 1048, 1]"
"[3, 64, 1054, 0]"
"[2, 98, 1015, 1]"
"[3, 82, 1042, 1]"
"[1, 98, 1048, 0]"
"[3, 97, 1036, 1]"
"[2, 86, 1042, 1]"
"[3, 90, 1054, 0]"
"[3, 100, 1042, 1]"
"[3, 95, 1024, 0]"
"[3, 95, 1042, 1]"
"[3, 87, 1042, 1]"
"[3, 94, 1054, 1]"
"[3, 94, 1030, 1]"
"[3, 100, 1036, 1]"
"[2, 80, 1042, 1]"
"[3, 80, 1036, 0]"
"[3, 72, 1042, 0]"
"[3, 60, 1021, 1]"
"[3, 94, 1048, 1]"
"[3, 65, 1033, 1]"
"[3, 94, 1024, 0]"
"[3, 94, 1024, 0]"
"[2, 95, 1042, 1]"
"[1, 80, 1042, 0]"
"[3, 100, 1054, 0]"
"[3, 68, 1012, 0]"
"[3, 60, 1021, 1]"
"[3, 100, 1042, 0]"
"[3, 84, 1015, 1]"
"[3, 100, 1042, 1]"
"[3, 65, 1021, 0]"
"[3, 77, 1024, 1]"
"[3, 86, 1048, 0]"
"[3, 91, 1042, 0]"
"[3, 60, 1033, 1]"
"[2, 82, 1024, 1]"
"[3, 100, 1054, 0]"
"[3, 77, 1054, 0]"
"[3, 86, 1054, 0]"
"[1, 63, 1009, 1]"
"[3, 72, 1042, 1]"
"[3, 87, 1036, 1]"
"[3, 92, 1036, 0]"
"[1, 72, 1036, 1]"
"[2, 83, 1042, 1]"
"[3, 90, 1048, 1]"
"[3, 100, 1048, 0]"
"[1, 88, 1033, 1]"
"[2, 80, 1006, 0]"
"[3, 97, 1048, 0]"
"[3, 68, 1042, 1]"
"[3, 84, 1048, 1]"
"[3, 83, 1033, 1]"
"[3, 82, 1030, 1]"
"[2, 76, 1009, 0]"
"[3, 70, 1009, 0]"
"[3, 93, 1021, 0]"
"[3, 91, 1054, 0]"
"[3, 82, 1054, 0]"
"[3, 100, 1048, 0]"
"[3, 80, 1054, 0]"
"[3, 80, 1054, 0]"
"[3, 96, 1012, 0]"
"[3, 64, 1048, 0]"
"[3, 90, 1048, 0]"
"[2, 86, 1036, 0]"
"[3, 90, 1054, 0]"
"[3, 100, 1021, 0]"
"[3, 100, 1054, 0]"
"[1, 100, 1048, 0]"
"[2, 84, 1021, 0]"
"[3, 90, 1054, 0]"
"[3, 70, 1021, 0]"
"[1, 79, 1042, 0]"
"[2, 76, 1042, 0]"
"[3, 68, 1012, 0]"
"[3, 70, 1048, 0]"
"[3, 78, 1036, 0]"
"[1, 100, 1054, 0]"
"[3, 94, 1021, 0]"
"[3, 67, 1015, 0]"
"[3, 80, 1024, 0]"
"[2, 88, 1042, 0]"
"[1, 88, 1054, 0]"
"[1, 98, 1054, 0]"
"[3, 88, 1042, 0]"
"[3, 100, 1054, 0]"
"[3, 94, 1033, 0]"
"[1, 100, 1006, 0]"
"[3, 77, 1033, 0]"
"[3, 96, 1021, 0]"
"[3, 82, 1048, 0]"
"[3, 93, 1048, 0]"
"[3, 100, 1048, 0]"
"[3, 89, 1054, 0]"
"[2, 100, 1042, 0]"
"[2, 85, 1048, 0]"
"[1, 100, 1054, 0]"
"[2, 94, 1015, 0]"
"[3, 97, 1006, 0]"
"[3, 97, 1054, 0]"
"[3, 79, 1042, 0]"
"[3, 86, 1048, 0]"
"[3, 76, 1006, 0]"
"[3, 82, 1033, 0]"
"[3, 80, 1048, 0]"
"[3, 72, 1039, 0]"
"[3, 100, 1054, 0]"
"[3, 71, 1021, 0]"
"[3, 84, 1021, 0]"
"[2, 80, 1024, 0]"
"[3, 70, 1033, 0]"
"[3, 72, 1009, 0]"
"[3, 100, 1054, 0]"
"[3, 97, 1054, 0]"
"[3, 90, 1039, 0]"
"[3, 96, 1054, 0]"
"[3, 73, 1048, 0]"
"[2, 90, 1042, 0]"
"[3, 100, 1042, 0]"
"[2, 90, 1042, 0]"
"[2, 96, 1012, 0]"
"[3, 100, 1048, 0]"
"[2, 100, 1054, 0]"
"[1, 78, 1021, 0]"
"[3, 92, 1054, 0]"
"[3, 91, 1048, 0]"
"[2, 100, 1054, 0]"
"[3, 82, 1048, 0]"
"[3, 87, 1018, 0]"
"[3, 97, 1048, 0]"
"[3, 88, 1042, 0]"
"[2, 90, 1021, 0]"
"[3, 95, 1012, 0]"
"[3, 86, 1024, 0]"
"[3, 100, 1045, 0]"
"[3, 84, 1042, 0]"
"[3, 60, 1012, 0]"
"[3, 100, 1054, 0]"
"[3, 100, 1021, 0]"
"[3, 93, 1030, 0]"
"[3, 68, 1030, 0]"
"[1, 70, 1024, 0]"
"[3, 70, 1012, 0]"
"[3, 95, 1054, 0]"
"[3, 90, 1054, 0]"
"[3, 97, 1048, 0]"
"[3, 90, 1048, 0]"
"[1, 90, 1027, 0]"
"[2, 74, 1048, 0]"
"[3, 100, 1048, 0]"
"[2, 100, 1054, 0]"
"[1, 87, 1042, 0]"
"[3, 90, 1054, 0]"
"[1, 78, 1054, 0]"
"[3, 75, 1033, 0]"
"[3, 100, 1054, 0]"
"[3, 95, 1042, 0]"
"[2, 88, 1033, 0]"
"[3, 80, 1036, 0]"
"[3, 70, 1012, 0]"
"[3, 82, 1039, 0]"
"[3, 68, 1027, 0]"
"[3, 82, 1030, 0]"
"[2, 92, 1006, 0]"
"[3, 88, 1048, 0]"
"[3, 100, 1048, 0]"
"[3, 82, 1036, 0]"
"[2, 100, 1054, 0]"
"[1, 83, 1012, 0]"
"[3, 89, 1042, 0]"
"[3, 77, 1048, 0]"
"[3, 76, 1054, 0]"
"[2, 97, 1006, 0]"
"[3, 82, 1048, 0]"
"[1, 96, 1033, 0]"
"[1, 96, 1042, 0]"
"[3, 92, 1042, 0]"
"[2, 88, 1048, 0]"
"[3, 78, 1024, 0]"
"[2, 63, 1015, 0]"
"[3, 84, 1048, 0]"
"[3, 87, 1039, 0]"
"[3, 94, 1054, 0]"
"[3, 91, 1042, 0]"
"[2, 94, 1042, 0]"
"[3, 100, 1030, 0]"
"[3, 82, 1015, 0]"
"[2, 100, 1054, 0]"
"[3, 93, 1048, 0]"
"[1, 97, 1054, 0]"
"[3, 85, 1048, 0]"
"[3, 77, 1042, 0]"
"[3, 100, 1048, 0]"
"[3, 95, 1048, 0]"
"[3, 93, 1054, 0]"
"[3, 78, 1021, 0]"
"[3, 74, 1006, 1]"
"[3, 78, 1039, 1]"
"[3, 86, 1042, 0]"
"[3, 83, 1039, 0]"
"[3, 80, 1042, 0]"
"[3, 90, 1054, 0]"
"[3, 82, 1054, 0]"
"[2, 81, 1048, 0]"
"[2, 96, 1042, 0]"
"[3, 95, 1054, 0]"
"[3, 94, 1054, 0]"
"[3, 75, 1042, 0]"
"[3, 78, 1054, 0]"
"[3, 98, 1036, 0]"
"[3, 81, 1042, 0]"
"[3, 100, 1021, 0]"
"[3, 100, 1054, 0]"
"[3, 83, 1054, 0]"
"[3, 83, 1054, 0]"
"[3, 66, 1048, 0]"
"[2, 86, 1042, 0]"
"[3, 90, 1030, 0]"
"[2, 100, 1048, 0]"
"[3, 77, 1024, 0]"
"[1, 82, 1054, 0]"
"[3, 85, 1042, 0]"
"[2, 81, 1021, 0]"
"[3, 100, 1054, 0]"
"[3, 72, 1042, 0]"
"[2, 96, 1033, 0]"
"[3, 100, 1054, 0]"
"[3, 82, 1048, 0]"
"[1, 86, 1048, 0]"
"[3, 75, 1006, 0]"
"[3, 100, 1054, 0]"
"[3, 94, 1054, 0]"
"[3, 100, 1054, 0]"
"[3, 95, 1021, 0]"
"[2, 98, 1024, 0]"
"[3, 96, 1006, 0]"
"[2, 73, 1006, 0]"
"[3, 96, 1053, 0]"
"[3, 85, 1032, 0]"
"[3, 85, 1011, 0]"
"[3, 89, 1053, 0]"
"[2, 90, 1023, 0]"
"[3, 85, 1041, 0]"
"[3, 87, 1053, 0]"
"[3, 94, 1053, 0]"
"[2, 92, 1047, 0]"
"[3, 90, 1053, 0]"
"[3, 100, 1053, 0]"
"[3, 97, 1053, 0]"
"[3, 68, 1039, 0]"
"[3, 69, 1033, 0]"
"[3, 97, 1053, 0]"
"[2, 82, 1047, 0]"
"[2, 77, 1035, 0]"
"[2, 95, 1041, 0]"
"[2, 87, 1053, 0]"
"[2, 100, 1053, 0]"
"[3, 73, 1047, 0]"
"[3, 80, 1053, 0]"
"[3, 78, 1044, 0]"
"[3, 84, 1041, 0]"
"[3, 100, 1053, 0]"
"[2, 65, 1011, 0]"
"[3, 73, 1041, 0]"
"[3, 80, 1047, 0]"
"[3, 90, 1047, 0]"
"[3, 91, 1053, 0]"
"[3, 86, 1026, 0]"
"[2, 72, 1026, 0]"
"[3, 96, 1041, 0]"
"[3, 100, 1053, 0]"
"[3, 96, 1053, 0]"
"[3, 88, 1047, 0]"
"[3, 67, 1015, 0]"
"[3, 69, 1021, 0]"
"[3, 96, 1050, 0]"
"[3, 75, 1053, 0]"
"[3, 74, 1047, 0]"
"[3, 74, 1038, 0]"
"[3, 100, 1029, 0]"
"[3, 84, 1053, 0]"
"[3, 100, 1053, 0]"
"[3, 100, 1032, 0]"
"[3, 65, 1053, 0]"
"[3, 88, 1047, 0]"
"[3, 89, 1053, 0]"
"[3, 83, 1053, 0]"
"[3, 92, 1053, 0]"
"[3, 100, 1047, 0]"
"[2, 96, 1050, 0]"
"[3, 100, 1053, 0]"
"[1, 100, 1053, 0]"
"[3, 90, 1053, 0]"
"[1, 86, 1047, 0]"
"[3, 96, 1053, 0]"
"[3, 66, 1035, 0]"
"[2, 84, 1029, 0]"
"[2, 74, 1053, 0]"
"[3, 85, 1047, 0]"
"[3, 81, 1041, 0]"
"[3, 87, 1053, 0]"
"[3, 89, 1053, 0]"
"[3, 100, 1053, 0]"
"[3, 100, 1053, 0]"
"[3, 100, 1053, 0]"
"[3, 71, 1053, 0]"
"[3, 84, 1053, 0]"
"[3, 73, 1011, 0]"
"[3, 95, 1053, 0]"
"[3, 80, 1053, 0]"
"[3, 88, 1053, 0]"
"[3, 75, 1050, 0]"
"[3, 89, 1047, 0]"
"[3, 78, 1041, 0]"
"[3, 83, 1053, 0]"
"[3, 87, 1053, 0]"
"[3, 88, 1047, 0]"
"[1, 72, 1033, 0]"
"[2, 85, 1047, 0]"
"[3, 88, 1053, 0]"
"[2, 75, 1047, 0]"
"[2, 87, 1053, 0]"
"[3, 97, 1053, 0]"
"[2, 100, 1053, 0]"
"[3, 92, 1041, 0]"
"[1, 81, 1053, 0]"
"[3, 85, 1053, 0]"
"[1, 72, 1032, 0]"
"[3, 78, 1041, 0]"
"[3, 90, 1011, 0]"
"[3, 77, 1044, 0]"
"[3, 82, 1053, 0]"
"[1, 63, 1053, 0]"
"[2, 96, 1041, 0]"
"[3, 82, 1053, 0]"
"[2, 100, 1047, 0]"
"[2, 80, 1047, 0]"
"[3, 87, 1044, 0]"
"[3, 76, 1053, 0]"
"[3, 85, 1032, 0]"
"[3, 76, 1053, 0]"
"[3, 67, 1008, 0]"
"[3, 100, 1053, 0]"
"[3, 74, 1041, 0]"
"[3, 88, 1047, 0]"
"[1, 88, 1053, 0]"
"[3, 87, 1053, 0]"
"[3, 68, 1035, 0]"
"[2, 75, 1020, 0]"
"[3, 90, 1053, 0]"
"[3, 100, 1047, 0]"
"[3, 100, 1053, 0]"
"[3, 76, 1011, 0]"
"[1, 65, 1011, 0]"
"[3, 97, 1047, 0]"
"[3, 100, 1053, 0]"
"[3, 85, 1053, 0]"
"[2, 70, 1011, 0]"
"[3, 100, 1041, 0]"
"[3, 90, 1053, 0]"
"[3, 72, 1035, 0]"
"[3, 100, 1053, 0]"
"[3, 100, 1027, 0]"
"[3, 100, 1035, 0]"
"[3, 70, 1003, 0]"
"[3, 72, 1041, 0]"
"[3, 75, 1026, 0]"
"[3, 100, 1038, 0]"
"[3, 100, 1026, 0]"
"[3, 100, 1020, 0]"
"[3, 83, 1047, 0]"
"[3, 95, 1053, 0]"
"[3, 96, 1047, 0]"
"[3, 100, 1053, 0]"
"[3, 92, 1053, 0]"
"[3, 100, 1038, 0]"
"[3, 100, 1047, 0]"
"[3, 100, 1053, 0]"
"[1, 95, 1053, 0]"
"[2, 92, 1047, 0]"
"[3, 80, 1032, 0]"
"[3, 80, 1041, 0]"
"[3, 100, 1053, 0]"
"[1, 70, 1032, 0]"
"[3, 100, 1047, 0]"
"[3, 95, 1053, 0]"
"[3, 60, 1041, 0]"
"[2, 70, 1024, 0]"
"[2, 100, 1011, 0]"
"[3, 93, 1053, 0]"
"[1, 100, 1044, 0]"
"[3, 84, 1024, 0]"
"[3, 84, 1012, 0]"
"[2, 70, 1012, 0]"
"[3, 99, 1023, 0]"
"[3, 83, 1036, 0]"
"[3, 86, 1018, 0]"
"[1, 77, 1006, 0]"
"[3, 100, 1060, 0]"
"[3, 100, 1054, 0]"
"[3, 100, 1032, 0]"
"[3, 70, 1003, 0]"
"[2, 100, 1023, 0]"
"[3, 83, 1029, 0]"
"[3, 100, 1026, 0]"
"[3, 100, 1020, 0]"
"[2, 98, 1011, 0]"
"[3, 100, 1035, 0]"
"[3, 100, 1035, 0]"
"[3, 87, 1032, 0]"
"[3, 97, 1032, 0]"
"[3, 88, 1011, 0]"
"[3, 88, 1035, 0]"
"[3, 100, 1026, 0]"
"[2, 96, 1026, 0]"
"[3, 100, 1023, 0]"
"[3, 78, 1029, 0]"
"[3, 100, 1023, 0]"
"[3, 81, 1026, 0]"
"[3, 100, 1026, 0]"
"[3, 88, 1017, 0]"
"[3, 80, 1035, 0]"
"[2, 99, 1026, 0]"
"[3, 65, 1023, 0]"
"[3, 86, 1026, 0]"
"[3, 94, 1032, 0]"
"[3, 100, 1032, 0]"
"[2, 96, 1020, 0]"
"[3, 85, 1008, 0]"
"[1, 77, 1023, 0]"
"[3, 97, 1035, 0]"
"[2, 83, 1020, 0]"
"[3, 100, 1032, 0]"
"[1, 98, 1026, 0]"
"[1, 70, 1023, 0]"
"[3, 78, 1035, 0]"
"[3, 80, 1008, 0]"
"[3, 86, 1026, 0]"
"[3, 100, 1035, 0]"
"[3, 85, 1026, 0]"
"[3, 79, 1020, 0]"
"[3, 100, 1035, 0]"
"[3, 100, 1035, 0]"
"[3, 68, 1024, 0]"
"[3, 91, 1032, 0]"
"[3, 74, 1035, 0]"
"[3, 88, 1020, 0]"
"[3, 100, 1026, 0]"
"[3, 84, 1011, 0]"
"[3, 95, 1032, 0]"
"[3, 71, 1012, 0]"
"[3, 92, 1032, 0]"
"[2, 100, 1035, 0]"
"[1, 88, 1023, 0]"
"[1, 81, 1026, 0]"
"[1, 89, 1026, 0]"
"[3, 76, 1023, 0]"
"[3, 100, 1026, 0]"
"[3, 88, 1011, 0]"
"[3, 73, 1035, 0]"
"[3, 98, 1035, 0]"
"[3, 76, 1023, 0]"
"[3, 100, 1035, 0]"
"[3, 97, 1012, 0]"
"[1, 95, 1035, 0]"
"[3, 75, 1035, 0]"
"[3, 98, 1035, 0]"
"[3, 100, 1011, 0]"
"[3, 60, 1024, 0]"
"[3, 75, 1026, 0]"
"[2, 84, 1029, 0]"
"[3, 100, 1029, 0]"
"[3, 100, 1035, 0]"
"[3, 90, 1026, 0]"
"[3, 84, 1032, 0]"
"[2, 97, 1032, 0]"
"[2, 90, 1026, 0]"
"[3, 78, 1035, 0]"
"[3, 72, 1017, 0]"
"[3, 100, 1035, 0]"
"[3, 80, 1026, 0]"
"[3, 98, 1026, 0]"
"[3, 80, 1032, 0]"
"[3, 75, 1035, 0]"
"[3, 93, 1017, 0]"
"[1, 100, 1014, 0]"
"[3, 87, 1035, 0]"
"[3, 100, 1023, 0]"
"[3, 84, 1035, 0]"
"[3, 96, 1020, 0]"
"[3, 100, 1032, 0]"
"[3, 91, 1017, 0]"
"[3, 97, 1035, 0]"
"[3, 76, 1035, 0]"
"[3, 97, 1026, 0]"
"[3, 90, 1017, 0]"
"[3, 82, 1023, 0]"
"[3, 81, 1032, 0]"
"[3, 85, 1009, 0]"
"[1, 85, 1011, 0]"
"[3, 98, 1026, 0]"
"[3, 76, 1008, 0]"
"[3, 86, 1035, 0]"
"[3, 96, 1026, 0]"
"[3, 100, 1008, 0]"
"[3, 100, 1026, 0]"
"[3, 76, 1023, 0]"
"[3, 78, 1035, 0]"
"[3, 86, 1026, 0]"
"[3, 75, 1026, 0]"
"[3, 84, 1026, 0]"
"[3, 87, 1020, 0]"
"[1, 100, 1035, 0]"
"[2, 90, 1011, 0]"
"[3, 90, 1035, 0]"
"[3, 93, 1026, 0]"
"[3, 87, 1017, 0]"
"[3, 91, 1026, 0]"
"[2, 100, 1026, 0]"
"[3, 80, 1023, 0]"
"[3, 80, 1017, 0]"
"[3, 81, 1011, 0]"
"[3, 84, 1035, 0]"
"[1, 86, 1020, 0]"
"[3, 100, 1041, 0]"
"[1, 88, 1020, 0]"
"[3, 84, 1035, 0]"
"[3, 97, 1026, 0]"
"[3, 94, 1035, 0]"
"[3, 100, 1035, 0]"
"[3, 100, 1032, 0]"
"[2, 82, 1038, 0]"
"[2, 65, 1021, 0]"
"[3, 88, 1006, 0]"
"[3, 86, 1006, 0]"
"[3, 100, 1024, 0]"
"[3, 95, 1035, 0]"
"[3, 60, 1008, 0]"
"[3, 83, 1011, 0]"
"[3, 94, 1035, 0]"
"[3, 80, 1008, 0]"
"[3, 78, 1017, 0]"
"[2, 100, 1006, 0]"
"[2, 82, 1039, 0]"
"[3, 80, 1026, 0]"
"[3, 69, 1015, 0]"
"[3, 84, 1035, 0]"
"[3, 80, 1011, 0]"
"[3, 70, 1008, 0]"
"[3, 88, 1011, 0]"
"[3, 100, 1026, 0]"
"[1, 100, 1015, 0]"
