TipoMaturit√†,VotoDiploma,CFU1,AnniFuoriCorso,Cluster
11,90,42,1,1
11,100,54,0,1
11,80,36,1,0
11,68,9,0,0
11,80,36,0,0
11,100,42,1,1
11,83,36,0,0
11,80,36,0,0
13,98,54,1,1
13,75,6,0,0
11,83,36,1,0
13,100,48,0,1
11,66,24,1,0
11,96,42,1,1
13,80,30,1,0
11,76,54,0,1
11,100,54,1,1
11,100,15,0,0
11,80,48,0,1
11,80,36,0,0
13,85,36,1,1
6,60,9,1,0
11,100,48,0,1
11,100,42,1,1
11,70,30,1,0
11,98,42,0,1
11,73,9,1,0
11,100,54,0,1
11,82,42,1,1
11,100,48,0,1
11,65,36,1,0
11,100,42,1,1
11,87,54,0,1
13,95,48,1,1
11,84,30,1,0
11,76,42,0,1
11,83,9,0,0
6,67,30,1,0
10,85,54,1,1
11,80,48,1,1
13,100,15,1,0
11,87,21,1,0
11,100,54,0,1
11,93,42,0,1
6,80,27,1,0
11,87,48,1,1
11,84,24,0,0
11,100,42,1,1
5,100,42,0,1
7,96,36,1,1
11,94,48,1,1
7,72,30,1,0
11,65,12,0,0
11,70,18,0,0
11,77,42,1,1
13,95,36,1,1
11,70,9,1,0
13,86,42,1,1
11,100,54,0,1
11,90,42,1,1
11,96,42,0,1
11,66,15,0,0
11,85,48,1,1
13,94,54,0,1
11,96,48,1,1
11,95,36,1,1
11,94,48,1,1
11,100,36,1,1
5,100,36,1,1
11,86,54,0,1
11,100,48,1,1
11,85,42,1,1
11,88,54,0,1
13,91,33,2,0
13,75,36,1,0
11,100,42,1,1
6,95,48,1,1
7,100,42,1,1
11,100,54,0,1
7,88,9,0,0
13,75,48,1,1
11,68,42,1,0
11,100,42,1,1
11,75,30,1,0
11,75,36,1,0
11,82,48,1,1
11,91,42,0,1
11,85,24,1,0
13,94,42,1,1
11,88,57,2,1
11,98,24,1,0
11,75,18,1,0
11,90,36,1,1
5,80,18,1,0
11,73,30,0,0
11,82,6,0,0
8,72,33,1,0
11,83,54,1,1
11,89,36,1,1
11,100,42,1,1
11,98,42,0,1
11,80,9,0,0
11,75,48,0,1
3,86,42,1,1
11,97,54,0,1
11,80,54,0,1
11,86,48,0,1
11,60,42,0,0
7,70,21,0,0
13,100,48,0,1
11,100,54,0,1
11,80,42,0,1
13,94,54,0,1
11,63,42,0,0
11,100,54,0,1
11,97,42,0,1
11,82,54,0,1
7,88,54,0,1
11,100,54,0,1
11,100,54,0,1
6,95,54,0,1
11,98,54,0,1
7,100,6,0,0
11,86,54,0,1
13,80,33,0,0
11,98,48,0,1
11,91,21,0,0
6,94,54,0,1
11,97,54,0,1
11,92,54,0,1
11,100,54,0,1
11,80,39,0,1
11,100,54,0,1
11,90,54,0,1
13,72,18,0,0
7,73,42,0,1
11,94,54,0,1
11,98,54,0,1
11,100,54,0,1
11,95,54,0,1
7,88,54,0,1
11,98,54,0,1
11,98,39,0,1
11,87,54,0,1
11,83,42,0,1
11,80,48,0,1
7,72,54,0,1
11,77,48,0,1
5,100,48,0,1
11,86,54,0,1
11,94,39,0,1
11,80,24,0,0
11,100,54,0,1
11,97,54,0,1
11,81,54,0,1
11,82,15,0,0
11,93,54,0,1
11,71,18,0,0
11,74,48,0,1
11,100,48,0,1
5,100,54,0,1
11,94,54,0,1
11,83,54,0,1
11,98,54,0,1
11,86,21,0,0
11,100,42,0,1
11,100,54,0,1
11,64,42,0,0
6,95,54,0,1
11,85,6,0,0
11,87,21,0,0
11,84,48,0,1
6,88,42,0,1
11,81,54,0,1
11,90,42,0,1
7,84,24,0,0
11,100,54,0,1
11,100,48,0,1
11,100,48,0,1
13,91,30,0,0
6,83,27,0,0
13,74,54,0,1
13,100,39,0,1
11,92,54,0,1
13,79,15,0,0
11,67,6,0,0
13,90,24,0,0
13,70,15,0,0
11,92,54,0,1
11,68,18,0,0
11,100,12,0,0
11,87,54,0,1
11,82,54,0,1
11,90,18,0,0
11,70,9,0,0
11,100,54,0,1
11,100,54,0,1
7,60,30,0,0
11,100,54,0,1
11,86,42,0,1
11,97,54,0,1
11,94,54,0,1
11,100,54,0,1
13,98,42,0,1
11,88,54,0,1
12,100,54,0,1
5,67,6,0,0
11,100,48,0,1
11,100,54,0,1
11,94,48,0,1
5,96,36,1,1
11,80,48,0,1
11,100,30,0,1
11,100,45,0,1
11,96,54,0,1
11,95,54,0,1
8,80,12,0,0
11,80,54,0,1
11,91,21,0,0
11,98,48,0,1
11,100,48,0,1
13,100,6,0,0
11,82,54,0,1
11,100,54,0,1
5,86,21,0,0
11,85,30,0,0
11,80,54,0,1
11,95,48,0,1
8,73,39,0,0
11,100,27,0,0
11,95,54,0,1
11,88,54,0,1
11,86,48,0,1
11,100,48,0,1
11,100,54,0,1
13,86,54,0,1
11,90,45,0,1
11,94,54,0,1
11,97,48,0,1
13,96,21,0,0
11,96,54,0,1
13,84,24,0,0
11,94,54,0,1
11,70,54,0,1
11,100,54,0,1
11,81,30,0,0
11,68,30,0,0
11,90,48,0,1
13,89,18,0,0
11,74,42,0,1
5,85,48,0,1
6,100,30,0,1
6,81,48,0,1
11,100,54,0,1
11,90,54,0,1
11,72,21,0,0
11,70,6,0,0
7,80,42,0,1
11,100,54,0,1
11,75,48,0,1
11,95,54,0,1
13,80,39,0,1
5,86,42,0,1
11,100,48,0,1
11,88,54,0,1
11,76,54,0,1
11,80,30,0,0
11,73,6,0,0
11,90,48,0,1
13,92,42,0,1
11,100,48,0,1
11,87,48,0,1
13,88,54,0,1
11,90,48,0,1
11,85,36,0,1
11,88,54,0,1
11,95,54,0,1
11,100,54,0,1
11,96,54,0,1
11,100,54,0,1
11,100,54,0,1
13,88,48,0,1
11,68,12,0,0
11,100,36,0,1
11,96,42,0,1
11,100,54,0,1
7,86,39,0,1
11,80,33,0,0
11,73,51,0,1
11,74,33,0,0
11,100,36,0,1
11,100,54,0,1
11,100,6,1,0
13,93,15,0,0
11,100,54,0,1
11,100,21,0,0
13,44,24,2,0
13,99,15,0,0
13,96,45,1,1
11,82,42,0,1
11,92,48,0,1
11,81,54,0,1
11,60,6,0,0
11,100,54,0,1
11,77,54,0,1
11,66,6,0,0
11,98,18,0,0
11,86,42,1,1
13,86,41,0,1
11,100,47,0,1
11,90,53,0,1
11,78,53,0,1
11,100,47,0,1
11,100,53,0,1
5,100,3,0,0
11,70,32,0,0
11,65,53,0,1
11,100,53,0,1
11,87,21,0,0
11,100,53,0,1
13,100,53,0,1
13,99,38,0,1
11,100,53,0,1
11,100,53,0,1
5,83,53,0,1
13,80,32,0,0
11,98,53,0,1
11,84,50,0,1
11,74,53,0,1
5,100,53,0,1
11,100,53,0,1
11,95,41,0,1
5,88,3,0,0
11,88,38,0,1
11,94,53,0,1
11,84,53,0,1
13,72,38,0,0
11,75,44,0,1
11,88,53,0,1
11,96,53,0,1
13,98,47,0,1
11,75,20,0,0
11,73,53,0,1
11,74,3,0,0
13,80,6,0,0
11,97,47,0,1
11,84,53,0,1
11,98,53,0,1
11,76,53,0,1
13,100,26,0,0
11,90,53,0,1
11,80,53,0,1
11,81,53,0,1
11,100,53,0,1
11,98,53,0,1
11,100,53,0,1
11,81,53,0,1
11,100,33,0,1
11,76,35,0,0
11,76,53,0,1
11,75,8,0,0
11,95,53,0,1
5,83,53,0,1
11,94,41,0,1
12,100,53,0,1
13,100,47,0,1
13,91,53,0,1
11,73,47,0,1
11,96,47,0,1
11,100,41,0,1
11,68,14,0,0
11,100,53,0,1
11,100,53,0,1
11,85,44,0,1
11,98,53,0,1
11,100,45,0,1
11,100,45,0,1
11,100,53,0,1
11,75,38,0,0
11,100,53,0,1
11,100,53,0,1
11,85,53,0,1
11,95,53,0,1
5,90,47,0,1
11,96,53,0,1
11,80,39,0,1
11,86,35,0,0
11,80,32,0,0
11,100,53,0,1
11,72,9,0,0
11,83,53,0,1
11,80,14,0,0
5,86,35,0,0
11,70,35,0,0
11,80,18,0,0
6,94,38,0,1
11,100,53,0,1
11,85,53,0,1
11,100,50,0,1
13,90,38,0,1
11,98,53,0,1
11,100,53,0,1
11,80,29,0,0
11,88,35,0,1
11,80,32,0,0
11,60,3,0,0
13,87,53,0,1
11,70,9,0,0
13,85,47,0,1
13,75,35,0,0
13,87,20,0,0
11,84,32,0,0
11,85,32,0,0
13,81,47,0,1
11,74,41,0,1
11,99,53,0,1
11,100,53,0,1
11,89,50,0,1
11,94,53,0,1
11,100,39,0,1
13,70,21,0,0
11,100,53,0,1
11,72,53,0,1
11,87,53,0,1
11,81,44,0,1
11,83,38,0,1
11,78,35,0,0
11,100,50,0,1
10,80,17,0,0
11,100,53,0,1
11,80,36,0,0
11,77,53,0,1
11,76,3,0,0
7,81,41,0,1
11,82,17,0,0
11,100,53,0,1
11,95,44,0,1
11,67,39,0,0
11,76,35,0,0
11,72,26,0,0
11,97,47,0,1
11,97,47,0,1
11,96,53,0,1
11,75,14,0,0
11,95,53,0,1
11,100,53,0,1
11,85,53,0,1
11,78,9,0,0
9,100,41,0,1
11,82,32,0,0
11,70,23,0,0
13,100,26,0,0
11,73,11,0,0
11,88,18,0,0
11,80,41,0,1
11,66,12,0,0
11,90,53,0,1
11,86,24,0,0
6,80,27,0,0
11,77,53,0,1
11,76,27,0,0
13,88,44,0,1
11,96,53,0,1
11,100,53,0,1
11,96,53,0,1
13,80,8,0,0
11,86,26,0,0
5,90,33,0,0
13,75,26,0,0
11,83,45,0,1
11,100,53,0,1
11,73,47,0,1
11,80,53,0,1
5,85,41,0,1
11,72,20,0,0
11,96,11,0,0
11,82,47,0,1
13,100,47,0,1
11,84,35,0,0
11,70,32,0,0
11,78,32,0,0
11,88,47,0,1
11,98,47,0,1
2,75,8,0,0
11,83,17,0,0
5,74,8,0,0
13,89,33,0,0
11,90,27,0,0
11,96,53,0,1
5,100,53,0,1
11,80,38,0,1
11,75,50,0,1
12,88,35,0,1
11,45,35,0,0
13,94,20,0,0
6,100,3,0,0
11,62,17,0,0
11,93,41,0,1
13,86,38,0,1
11,98,38,0,1
6,100,51,0,1
11,78,50,0,1
11,97,32,0,1
11,76,51,0,1
11,75,15,0,0
11,73,53,0,1
11,96,21,0,0
11,62,33,0,0
11,72,29,0,0
6,100,9,0,0
13,91,51,0,1
11,78,33,0,0
11,75,30,0,0
11,77,6,0,0
11,95,26,0,0
11,100,35,0,1
5,88,8,0,0
11,100,41,0,1
11,80,11,0,0
11,100,35,0,1
11,97,29,0,0
11,90,35,0,1
11,100,38,0,1
11,94,35,0,1
11,65,32,0,0
11,94,26,0,0
11,100,35,0,1
11,100,32,0,1
11,87,35,0,1
11,97,35,0,1
11,100,32,0,1
11,100,35,0,1
11,100,35,0,1
11,100,38,0,1
11,81,26,0,0
11,80,26,0,0
11,100,35,0,1
11,93,35,0,1
11,80,26,0,0
11,98,35,0,1
13,72,8,0,0
11,98,35,0,1
11,89,35,0,1
11,75,35,0,0
13,100,35,0,1
11,100,35,0,1
11,87,32,0,0
13,85,11,0,0
11,86,35,0,0
11,91,35,0,1
11,80,35,0,0
11,86,26,0,0
11,96,35,0,1
13,100,41,0,1
11,100,26,0,0
7,66,20,0,0
11,86,35,0,0
11,100,35,0,1
11,79,14,0,0
11,100,32,0,1
11,75,35,0,0
11,100,32,0,1
11,96,32,0,1
11,91,32,0,0
11,87,32,0,0
11,98,35,0,1
11,100,35,0,1
11,98,41,0,1
11,95,35,0,1
11,100,35,0,1
11,80,32,0,0
11,90,23,0,0
11,80,26,0,0
11,75,8,0,0
11,89,35,0,1
11,89,35,0,1
7,86,17,0,0
11,96,32,0,1
5,100,17,0,0
11,84,17,0,0
11,82,26,0,0
7,94,26,0,0
11,92,11,0,0
11,88,32,0,0
6,90,35,0,1
11,100,35,0,1
13,82,11,0,0
11,100,41,0,1
11,100,26,0,0
11,85,29,0,0
5,100,35,0,1
11,100,35,0,1
11,90,26,0,0
11,100,26,0,0
11,100,17,0,0
11,98,32,0,1
5,86,17,0,0
11,95,35,0,1
11,68,35,0,0
11,76,20,0,0
11,82,35,0,0
11,95,35,0,1
11,100,35,0,1
11,86,11,0,0
13,93,29,0,0
13,95,8,0,0
11,78,29,0,0
11,83,35,0,0
11,73,35,0,0
6,87,35,0,1
11,90,35,0,1
11,100,32,0,1
11,84,29,0,0
11,85,35,0,0
11,92,26,0,0
7,91,26,0,0
11,88,29,0,0
11,64,26,0,0
11,67,35,0,0
11,83,35,0,0
13,100,17,0,0
11,84,35,0,0
11,83,17,0,0
11,98,23,0,0
11,87,35,0,1
11,98,3,0,0
11,95,35,0,1
11,100,32,0,1
11,65,17,0,0
13,98,8,0,0
11,98,26,0,0
13,100,17,0,0
13,100,26,0,0
11,100,35,0,1
11,80,8,0,0
5,100,26,0,0
13,100,35,0,1
11,82,26,0,0
11,96,23,0,0
11,70,11,0,0
11,72,17,0,0
5,95,23,0,0
11,96,23,0,0
11,80,8,0,0
7,74,35,0,0
5,80,17,0,0
11,81,17,0,0
13,68,20,0,0
13,81,11,0,0
11,80,17,0,0
11,94,35,0,1
5,86,14,0,0
13,98,35,0,1
11,83,11,0,0
11,75,35,0,0
11,80,17,0,0
11,75,14,0,0
13,98,26,0,0
11,94,26,0,0
11,84,23,0,0
11,86,35,0,0
11,83,11,0,0
5,100,20,0,0
11,74,20,0,0
11,94,26,0,0
11,86,17,0,0
11,90,32,0,0
5,80,20,0,0
11,90,35,0,1
11,100,35,0,1
11,77,11,0,0
13,90,38,0,1
6,93,8,0,0
9,97,35,0,1
11,71,8,0,0
13,89,23,0,0
11,96,35,0,1
11,100,35,0,1
11,88,29,0,0
11,64,8,0,0
13,42,51,0,0
11,93,35,0,1
11,97,35,0,1
8,100,17,0,0
5,79,3,0,0
11,94,9,0,0
11,86,35,0,0
8,85,8,0,0
11,100,26,0,0
11,88,11,0,0
11,74,26,0,0
13,97,2,0,0
11,73,8,0,0
13,94,6,0,0
11,93,9,0,0
11,77,6,0,0
11,80,11,0,0
11,96,24,0,0
11,97,51,0,1
13,82,30,3,0
11,100,51,0,1
13,86,36,2,1
11,100,45,2,1
11,100,57,0,1
11,96,57,0,1
11,100,57,0,1
13,94,51,1,1
13,87,45,3,1
13,94,51,0,1
11,60,18,0,0
13,98,51,0,1
11,66,30,3,0
11,100,36,3,1
13,90,30,2,0
13,87,33,3,0
13,86,45,2,1
5,95,24,3,0
11,88,57,0,1
11,97,45,3,1
11,86,45,3,1
13,92,30,3,0
11,70,30,3,0
13,87,21,3,0
11,100,57,0,1
13,73,27,3,0
5,76,45,3,1
13,91,39,2,1
13,90,18,0,0
13,98,24,0,0
11,75,6,0,0
11,85,51,3,1
11,87,15,3,0
11,100,57,0,1
11,87,36,2,1
11,83,30,2,0
11,77,6,3,0
13,90,24,3,0
11,100,51,0,1
11,67,15,2,0
13,82,42,2,1
11,100,51,1,1
11,90,36,2,1
11,85,51,0,1
13,94,51,0,1
13,100,51,0,1
11,65,6,2,0
11,70,15,0,0
11,97,30,2,0
11,97,57,1,1
11,86,24,2,0
11,97,42,1,1
11,100,42,0,1
11,93,39,2,1
11,90,42,0,1
11,96,42,2,1
11,100,48,0,1
11,94,42,1,1
5,92,15,2,0
11,100,42,0,1
13,89,15,2,0
11,86,36,1,1
13,100,15,2,0
13,85,21,2,0
6,90,51,1,1
11,78,15,1,0
11,83,51,0,1
11,94,15,0,0
11,76,42,1,1
11,78,27,2,0
11,94,30,2,0
11,92,9,0,0
11,84,57,0,1
11,78,30,2,0
7,100,42,0,1
13,88,48,0,1
13,83,48,1,1
11,62,36,2,0
11,95,42,2,1
13,100,36,0,1
7,83,36,0,0
11,100,36,1,1
13,86,36,1,1
11,99,42,0,1
11,100,57,0,1
9,72,42,2,1
11,86,42,0,1
11,93,36,2,1
11,98,30,2,0
13,85,36,1,1
11,87,9,0,0
11,80,42,1,1
5,68,24,2,0
11,86,42,1,1
11,80,42,1,1
11,100,51,0,1
13,84,36,2,1
11,91,42,0,1
13,67,24,0,0
10,38,6,2,0
11,72,9,1,0
13,65,15,0,0
11,89,57,1,1
13,84,48,1,1
5,100,57,0,1
11,100,57,0,1
13,98,57,1,1
5,85,51,1,1
11,100,57,0,1
11,78,21,1,0
11,92,51,1,1
11,88,57,1,1
11,88,36,1,1
11,92,30,0,0
5,95,36,1,1
11,66,42,1,0
11,95,57,1,1
11,100,57,0,1
11,89,30,0,0
11,87,57,0,1
13,98,36,1,1
11,100,42,1,1
11,100,57,0,1
11,100,51,1,1
5,77,6,0,0
13,100,42,1,1
11,81,48,0,1
11,96,57,0,1
13,100,51,1,1
11,81,36,1,0
11,89,30,1,0
13,60,6,0,0
13,60,15,0,0
11,96,6,0,0
11,85,57,1,1
11,80,51,1,1
11,97,51,1,1
11,60,36,1,0
5,89,42,1,1
11,100,51,0,1
11,95,57,1,1
11,85,6,0,0
11,96,57,0,1
13,80,57,1,1
11,81,42,1,1
11,80,57,0,1
11,92,30,0,0
13,100,51,0,1
11,65,36,1,0
11,84,36,1,1
7,70,36,1,0
6,82,12,0,0
11,100,48,0,1
11,92,57,1,1
11,95,18,2,0
11,66,39,2,0
11,85,48,1,1
11,100,42,0,1
11,67,6,1,0
11,93,57,0,1
11,100,57,0,1
11,87,51,0,1
13,100,51,0,1
11,69,51,0,1
13,83,30,0,0
13,85,30,0,0
11,100,57,0,1
5,96,57,0,1
5,86,51,0,1
11,94,57,0,1
11,100,57,0,1
11,100,51,0,1
2,68,24,0,0
5,99,51,0,1
11,84,51,0,1
11,100,51,0,1
11,78,48,0,1
7,97,42,0,1
8,98,51,0,1
11,100,57,0,1
11,64,36,0,0
5,77,51,0,1
11,66,21,0,0
11,98,57,0,1
13,100,51,0,1
11,97,42,0,1
11,100,51,0,1
11,70,48,0,1
13,100,57,0,1
11,90,51,0,1
11,75,51,0,1
11,97,51,0,1
13,88,57,0,1
11,81,51,0,1
5,68,42,0,0
11,100,51,0,1
11,62,45,0,1
11,71,42,0,1
11,96,51,0,1
11,95,42,0,1
11,81,12,0,0
5,94,39,0,1
11,96,42,0,1
11,92,57,0,1
11,94,42,0,1
13,100,57,0,1
13,60,12,0,0
13,74,30,0,0
13,63,12,0,0
11,100,51,0,1
11,67,15,0,0
11,73,21,0,0
11,68,36,0,0
13,94,51,0,1
13,95,15,0,0
13,100,51,0,1
11,65,21,0,0
11,88,36,0,1
11,88,9,2,0
11,96,60,0,1
13,78,48,0,1
13,100,60,0,1
11,86,18,0,0
11,100,60,0,1
11,88,60,0,1
11,90,60,0,1
11,99,60,0,1
11,100,60,0,1
11,90,54,0,1
11,87,60,0,1
11,78,15,0,0
11,78,60,0,1
11,75,39,0,0
11,100,60,0,1
11,78,60,0,1
13,100,60,0,1
13,100,9,0,0
11,94,60,0,1
13,95,60,0,1
13,90,60,0,1
13,98,60,0,1
13,95,60,0,1
11,100,60,0,1
11,100,60,0,1
11,100,60,0,1
11,74,60,0,1
13,80,24,0,0
10,100,60,0,1
11,100,60,0,1
11,90,60,0,1
11,100,60,0,1
5,85,60,0,1
11,78,54,0,1
11,82,54,0,1
13,90,27,0,0
11,95,39,0,1
7,91,60,0,1
13,100,60,0,1
13,84,27,0,0
11,100,60,0,1
5,85,3,0,0
5,80,3,0,0
11,80,45,0,1
11,74,45,0,1
13,86,6,0,0
11,100,60,0,1
13,96,30,0,0
13,80,45,0,1
8,100,60,0,1
11,100,3,0,0
11,100,60,0,1
5,100,60,0,1
