TipoMaturit√†,VotoDiploma,CFU1,AnniFuoriCorso,Cluster
11,100,51,0,1
11,100,45,0,1
11,82,60,0,1
1,68,3,0,0
11,72,9,0,0
11,97,60,0,1
13,93,51,0,1
6,73,18,0,0
5,100,60,0,1
11,100,60,0,1
11,77,36,0,0
11,90,51,0,1
13,90,18,0,0
11,83,36,1,0
11,80,12,1,0
11,86,33,0,0
13,100,27,0,0
11,88,42,0,1
11,100,24,0,0
11,100,30,0,1
11,100,42,0,1
11,100,24,0,0
11,100,18,0,0
11,100,33,0,1
11,95,39,0,1
11,98,30,0,0
11,68,27,0,0
7,89,42,0,1
13,87,45,0,1
11,98,24,0,0
5,90,39,0,1
11,93,36,0,1
11,77,27,0,0
11,100,48,0,1
11,90,39,0,1
11,98,24,0,0
11,90,48,0,1
11,77,27,0,0
11,73,18,0,0
11,76,27,0,0
11,97,36,0,1
11,100,27,0,0
11,100,24,0,0
11,81,36,0,0
11,100,15,0,0
11,90,33,0,0
11,100,33,0,1
11,80,33,0,0
11,72,33,0,0
11,72,42,0,1
11,100,48,0,1
11,100,33,0,1
11,88,27,0,0
11,91,27,0,0
11,100,30,0,1
11,95,24,0,0
13,78,30,0,0
11,76,21,0,0
11,92,39,0,1
11,90,21,0,0
11,100,45,0,1
11,96,39,0,1
11,89,18,0,0
11,100,33,0,1
11,100,39,0,1
11,100,24,0,0
13,78,12,0,0
11,75,24,0,0
11,65,9,0,0
11,98,15,0,0
11,100,33,0,1
11,80,27,0,0
11,94,33,0,1
13,60,54,0,1
11,100,27,0,0
11,100,27,0,0
13,95,30,0,0
11,100,30,0,1
13,100,27,0,0
11,91,30,0,0
11,98,42,0,1
11,100,48,0,1
11,85,27,0,0
13,84,9,0,0
5,100,15,0,0
11,100,48,0,1
11,89,33,0,0
13,92,15,0,0
11,96,24,0,0
13,80,18,0,0
5,94,9,0,0
11,60,48,1,1
5,92,48,1,1
11,69,15,3,0
11,95,54,3,1
8,100,54,0,1
11,100,54,0,1
11,100,54,0,1
11,77,36,2,0
13,98,33,1,1
13,94,6,0,0
11,68,48,2,1
6,97,6,1,0
11,100,42,1,1
5,90,48,0,1
6,90,18,3,0
11,80,36,1,0
7,72,21,3,0
11,83,33,3,0
11,100,42,1,1
11,98,48,2,1
11,100,48,0,1
11,73,30,2,0
11,78,6,3,0
6,85,30,2,0
11,94,15,0,0
11,82,30,2,0
11,97,48,0,1
11,87,42,1,1
10,92,54,1,1
7,100,54,0,1
11,83,48,1,1
13,77,24,3,0
11,100,54,0,1
11,75,36,3,0
11,90,48,0,1
5,94,27,2,0
11,100,48,0,1
11,97,36,0,1
13,95,6,0,0
11,100,48,1,1
11,96,48,1,1
11,81,48,1,1
11,84,30,3,0
11,100,30,3,1
11,82,36,3,0
11,90,54,1,1
11,64,36,2,0
11,73,42,2,1
11,90,30,1,0
11,75,21,0,0
11,100,48,0,1
11,78,24,2,0
11,98,48,1,1
11,98,42,1,1
11,85,21,3,0
11,78,24,3,0
11,92,42,0,1
11,100,48,0,1
11,73,42,2,1
11,84,36,2,1
11,80,54,0,1
11,83,42,2,1
11,94,30,3,0
11,88,36,3,1
11,89,36,2,1
7,100,48,1,1
11,100,48,1,1
7,75,39,3,0
11,70,30,0,0
12,92,48,1,1
11,100,48,1,1
5,81,6,0,0
11,90,48,0,1
12,86,36,3,1
11,90,30,3,0
11,72,6,3,0
11,82,42,1,1
11,68,30,3,0
11,60,24,3,0
11,91,48,1,1
11,90,15,0,0
11,95,42,1,1
11,78,42,2,1
11,95,48,1,1
11,100,48,0,1
11,98,48,1,1
11,75,24,2,0
11,95,48,1,1
11,86,54,0,1
11,88,30,0,0
11,84,48,1,1
11,88,42,3,1
11,85,42,1,1
10,89,6,0,0
11,94,36,3,1
5,91,42,3,1
11,87,42,1,1
11,68,36,2,0
11,96,54,0,1
11,100,54,0,1
5,78,48,0,1
11,76,30,3,0
5,95,21,3,0
5,78,6,0,0
11,100,42,0,1
8,93,48,0,1
11,100,24,3,0
11,40,30,3,0
11,70,24,0,0
11,72,12,0,0
11,85,42,1,1
11,95,54,0,1
6,81,42,1,1
11,100,48,0,1
11,90,42,0,1
11,86,36,1,1
5,97,42,1,1
11,78,42,2,1
11,78,36,2,0
7,73,15,2,0
11,86,42,1,1
11,100,48,0,1
11,85,27,2,0
12,98,48,0,1
11,64,15,2,0
11,100,42,1,1
11,100,42,0,1
11,80,42,1,1
11,97,48,1,1
11,86,33,2,0
11,76,6,0,0
11,65,6,0,0
11,94,42,1,1
11,80,24,1,0
11,98,48,1,1
11,100,54,0,1
11,84,33,0,0
11,97,54,0,1
7,100,42,1,1
11,93,12,0,0
11,100,48,0,1
11,100,27,1,0
11,92,36,2,1
11,100,54,0,1
11,80,30,1,0
11,100,48,0,1
11,77,6,0,0
5,81,42,2,1
11,95,42,1,1
11,90,48,1,1
11,81,30,1,0
5,76,6,2,0
7,83,42,2,1
11,90,42,1,1
11,95,42,2,1
11,75,24,2,0
7,93,21,0,0
11,95,54,0,1
11,100,33,2,1
13,88,6,0,0
11,100,48,1,1
11,82,27,2,0
11,95,42,1,1
11,84,48,2,1
7,75,33,2,0
11,93,42,2,1
11,95,42,1,1
11,68,42,1,0
11,77,48,1,1
11,100,48,1,1
11,92,42,1,1
5,78,42,1,1
5,87,33,2,0
11,85,36,1,1
11,70,33,2,0
11,88,48,1,1
11,100,48,1,1
11,90,54,0,1
11,95,48,0,1
11,65,27,2,0
11,76,33,2,0
5,96,48,0,1
11,77,48,2,1
11,100,48,1,1
7,95,48,1,1
11,95,48,0,1
11,100,48,1,1
10,88,33,2,0
11,80,33,1,0
11,96,42,1,1
11,100,54,0,1
11,100,48,0,1
11,96,48,0,1
11,72,15,2,0
11,86,48,2,1
11,100,54,0,1
11,96,27,2,0
11,86,48,0,1
11,100,48,0,1
11,90,27,1,0
11,100,48,1,1
12,98,48,1,1
13,83,21,0,0
11,65,30,2,0
11,100,48,1,1
11,80,15,0,0
11,100,48,0,1
7,87,6,0,0
11,94,21,2,0
11,83,42,1,1
11,80,33,0,0
11,99,33,0,1
11,70,21,0,0
11,100,48,0,1
5,89,21,2,0
13,92,51,0,1
11,88,48,1,1
13,66,15,2,0
11,94,42,1,1
11,97,48,1,1
5,96,27,2,0
11,100,54,0,1
13,100,21,2,0
11,83,42,1,1
11,95,18,3,0
6,72,42,2,1
5,80,33,2,0
11,60,6,0,0
11,100,15,2,0
11,76,33,1,0
7,72,6,0,0
11,85,48,1,1
11,70,24,2,0
11,83,27,2,0
11,74,33,1,0
13,92,24,0,0
10,77,12,0,0
11,94,60,0,1
11,74,18,0,0
11,98,48,0,1
11,94,54,0,1
11,96,42,1,1
13,100,54,0,1
7,95,54,0,1
13,82,21,1,0
11,92,48,1,1
11,100,42,1,1
11,98,48,1,1
4,100,42,0,1
4,100,42,0,1
11,82,42,1,1
11,90,48,1,1
11,100,42,1,1
11,94,54,0,1
13,81,42,1,1
7,87,42,1,1
11,70,42,1,1
6,100,39,1,1
11,87,48,1,1
11,100,30,1,1
11,96,54,0,1
5,90,42,0,1
11,89,42,1,1
11,78,36,0,0
13,72,18,0,0
13,99,42,1,1
7,100,54,0,1
11,95,42,1,1
11,100,48,0,1
13,70,27,1,0
5,95,33,1,1
11,98,15,1,0
5,73,39,1,0
11,80,48,1,1
5,100,54,0,1
11,100,54,0,1
11,100,48,0,1
11,95,36,1,1
11,100,54,0,1
13,80,12,1,0
11,80,42,1,1
11,97,42,1,1
5,80,15,0,0
11,86,33,1,0
11,90,42,1,1
11,72,30,1,0
13,87,42,1,1
11,73,42,1,1
11,100,42,1,1
11,100,42,0,1
5,100,48,0,1
11,83,42,1,1
11,100,54,0,1
7,100,54,0,1
11,73,42,1,1
11,75,48,1,1
5,90,6,0,0
11,90,30,1,0
11,85,33,1,0
13,85,42,1,1
7,73,6,0,0
7,72,33,0,0
11,86,36,1,1
11,78,12,1,0
11,63,9,0,0
12,100,42,1,1
11,83,6,0,0
11,74,21,1,0
11,75,30,1,0
7,70,42,1,1
11,100,54,0,1
11,98,54,0,1
7,100,36,1,1
8,70,48,0,1
7,78,36,1,0
7,85,48,0,1
13,100,54,0,1
11,100,36,1,1
11,92,42,1,1
11,100,36,1,1
11,68,21,0,0
11,80,48,0,1
11,74,42,1,1
5,100,54,0,1
11,74,21,0,0
5,77,27,1,0
11,60,33,0,0
11,84,54,0,1
11,89,42,1,1
13,100,21,1,0
2,100,48,1,1
11,64,54,0,1
5,98,15,1,0
11,82,42,1,1
7,98,48,0,1
11,97,36,1,1
13,86,42,1,1
11,90,54,0,1
11,100,42,1,1
11,95,24,0,0
11,95,42,1,1
11,87,42,1,1
11,94,54,1,1
11,94,30,1,0
11,100,36,1,1
5,80,42,1,1
11,80,36,0,0
11,72,42,0,1
11,60,21,1,0
11,94,48,1,1
11,65,33,1,0
11,94,24,0,0
11,94,24,0,0
13,95,42,1,1
8,80,42,0,1
11,100,54,0,1
11,68,12,0,0
11,60,21,1,0
11,100,42,0,1
11,84,15,1,0
11,100,42,1,1
11,65,21,0,0
11,77,24,1,0
11,86,48,0,1
11,91,42,0,1
11,60,33,1,0
5,82,24,1,0
11,100,54,0,1
11,77,54,0,1
11,86,54,0,1
7,63,9,1,0
11,72,42,1,1
11,87,36,1,1
11,92,36,0,1
7,72,36,1,0
5,83,42,1,1
11,90,48,1,1
11,100,48,0,1
10,88,33,1,0
6,80,6,0,0
11,97,48,0,1
11,68,42,1,0
11,84,48,1,1
11,83,33,1,0
11,82,30,1,0
6,76,9,0,0
11,70,9,0,0
11,93,21,0,0
11,91,54,0,1
11,82,54,0,1
11,100,48,0,1
11,80,54,0,1
11,80,54,0,1
11,96,12,0,0
11,64,48,0,1
11,90,48,0,1
6,86,36,0,1
11,90,54,0,1
11,100,21,0,0
11,100,54,0,1
12,100,48,0,1
5,84,21,0,0
11,90,54,0,1
11,70,21,0,0
7,79,42,0,1
13,76,42,0,1
11,68,12,0,0
11,70,48,0,1
11,78,36,0,0
7,100,54,0,1
11,94,21,0,0
11,67,15,0,0
11,80,24,0,0
13,88,42,0,1
7,88,54,0,1
8,98,54,0,1
11,88,42,0,1
11,100,54,0,1
11,94,33,0,1
3,100,6,0,0
11,77,33,0,0
11,96,21,0,0
11,82,48,0,1
11,93,48,0,1
11,100,48,0,1
11,89,54,0,1
5,100,42,0,1
5,85,48,0,1
7,100,54,0,1
13,94,15,0,0
11,97,6,0,0
11,97,54,0,1
11,79,42,0,1
11,86,48,0,1
11,76,6,0,0
11,82,33,0,0
11,80,48,0,1
11,72,39,0,0
11,100,54,0,1
11,71,21,0,0
11,84,21,0,0
5,80,24,0,0
11,70,33,0,0
11,72,9,0,0
11,100,54,0,1
11,97,54,0,1
11,90,39,0,1
11,96,54,0,1
11,73,48,0,1
5,90,42,0,1
11,100,42,0,1
13,90,42,0,1
13,96,12,0,0
11,100,48,0,1
13,100,54,0,1
7,78,21,0,0
11,92,54,0,1
11,91,48,0,1
13,100,54,0,1
11,82,48,0,1
11,87,18,0,0
11,97,48,0,1
11,88,42,0,1
13,90,21,0,0
11,95,12,0,0
11,86,24,0,0
11,100,45,0,1
11,84,42,0,1
11,60,12,0,0
11,100,54,0,1
11,100,21,0,0
11,93,30,0,0
11,68,30,0,0
7,70,24,0,0
11,70,12,0,0
11,95,54,0,1
11,90,54,0,1
11,97,48,0,1
11,90,48,0,1
9,90,27,0,0
5,74,48,0,1
11,100,48,0,1
6,100,54,0,1
7,87,42,0,1
11,90,54,0,1
7,78,54,0,1
11,75,33,0,0
11,100,54,0,1
11,95,42,0,1
5,88,33,0,0
11,80,36,0,0
11,70,12,0,0
11,82,39,0,1
11,68,27,0,0
11,82,30,0,0
13,92,6,0,0
11,88,48,0,1
11,100,48,0,1
11,82,36,0,0
5,100,54,0,1
12,83,12,0,0
11,89,42,0,1
11,77,48,0,1
11,76,54,0,1
13,97,6,0,0
11,82,48,0,1
10,96,33,0,1
7,96,42,0,1
11,92,42,0,1
5,88,48,0,1
11,78,24,0,0
6,63,15,0,0
11,84,48,0,1
11,87,39,0,1
11,94,54,0,1
11,91,42,0,1
5,94,42,0,1
11,100,30,0,1
11,82,15,0,0
5,100,54,0,1
11,93,48,0,1
7,97,54,0,1
11,85,48,0,1
11,77,42,0,1
11,100,48,0,1
11,95,48,0,1
11,93,54,0,1
11,78,21,0,0
11,74,6,1,0
11,78,39,1,1
11,86,42,0,1
11,83,39,0,1
11,80,42,0,1
11,90,54,0,1
11,82,54,0,1
5,81,48,0,1
5,96,42,0,1
11,95,54,0,1
11,94,54,0,1
11,75,42,0,1
11,78,54,0,1
11,98,36,0,1
11,81,42,0,1
11,100,21,0,0
11,100,54,0,1
11,83,54,0,1
11,83,54,0,1
11,66,48,0,1
5,86,42,0,1
11,90,30,0,0
5,100,48,0,1
11,77,24,0,0
7,82,54,0,1
11,85,42,0,1
13,81,21,0,0
11,100,54,0,1
11,72,42,0,1
5,96,33,0,1
11,100,54,0,1
11,82,48,0,1
8,86,48,0,1
11,75,6,0,0
11,100,54,0,1
11,94,54,0,1
11,100,54,0,1
11,95,21,0,0
5,98,24,0,0
11,96,6,0,0
13,73,6,0,0
11,96,53,0,1
11,85,32,0,0
11,85,11,0,0
11,89,53,0,1
13,90,23,0,0
11,85,41,0,1
11,87,53,0,1
11,94,53,0,1
5,92,47,0,1
11,90,53,0,1
11,100,53,0,1
11,97,53,0,1
11,68,39,0,0
11,69,33,0,0
11,97,53,0,1
13,82,47,0,1
5,77,35,0,0
13,95,41,0,1
5,87,53,0,1
13,100,53,0,1
11,73,47,0,1
11,80,53,0,1
11,78,44,0,1
11,84,41,0,1
11,100,53,0,1
13,65,11,0,0
11,73,41,0,1
11,80,47,0,1
11,90,47,0,1
11,91,53,0,1
11,86,26,0,0
13,72,26,0,0
11,96,41,0,1
11,100,53,0,1
11,96,53,0,1
11,88,47,0,1
11,67,15,0,0
11,69,21,0,0
11,96,50,0,1
11,75,53,0,1
11,74,47,0,1
11,74,38,0,0
11,100,29,0,0
11,84,53,0,1
11,100,53,0,1
11,100,32,0,1
11,65,53,0,1
11,88,47,0,1
11,89,53,0,1
11,83,53,0,1
11,92,53,0,1
11,100,47,0,1
6,96,50,0,1
11,100,53,0,1
7,100,53,0,1
11,90,53,0,1
7,86,47,0,1
11,96,53,0,1
11,66,35,0,0
13,84,29,0,0
5,74,53,0,1
11,85,47,0,1
11,81,41,0,1
11,87,53,0,1
11,89,53,0,1
11,100,53,0,1
11,100,53,0,1
11,100,53,0,1
11,71,53,0,1
11,84,53,0,1
11,73,11,0,0
11,95,53,0,1
11,80,53,0,1
11,88,53,0,1
11,75,50,0,1
11,89,47,0,1
11,78,41,0,1
11,83,53,0,1
11,87,53,0,1
11,88,47,0,1
7,72,33,0,0
13,85,47,0,1
11,88,53,0,1
13,75,47,0,1
5,87,53,0,1
11,97,53,0,1
5,100,53,0,1
11,92,41,0,1
7,81,53,0,1
11,85,53,0,1
7,72,32,0,0
11,78,41,0,1
11,90,11,0,0
11,77,44,0,1
11,82,53,0,1
7,63,53,0,1
13,96,41,0,1
11,82,53,0,1
13,100,47,0,1
5,80,47,0,1
11,87,44,0,1
11,76,53,0,1
11,85,32,0,0
11,76,53,0,1
11,67,8,0,0
11,100,53,0,1
11,74,41,0,1
11,88,47,0,1
7,88,53,0,1
11,87,53,0,1
11,68,35,0,0
13,75,20,0,0
11,90,53,0,1
11,100,47,0,1
11,100,53,0,1
11,76,11,0,0
7,65,11,0,0
11,97,47,0,1
11,100,53,0,1
11,85,53,0,1
13,70,11,0,0
11,100,41,0,1
11,90,53,0,1
11,72,35,0,0
11,100,53,0,1
11,100,27,0,0
11,100,35,0,1
11,70,3,0,0
11,72,41,0,1
11,75,26,0,0
11,100,38,0,1
11,100,26,0,0
11,100,20,0,0
11,83,47,0,1
11,95,53,0,1
11,96,47,0,1
11,100,53,0,1
11,92,53,0,1
11,100,38,0,1
11,100,47,0,1
11,100,53,0,1
7,95,53,0,1
5,92,47,0,1
11,80,32,0,0
11,80,41,0,1
11,100,53,0,1
8,70,32,0,0
11,100,47,0,1
11,95,53,0,1
11,60,41,0,0
13,70,24,0,0
6,100,11,0,0
11,93,53,0,1
3,100,44,0,1
11,84,24,0,0
11,84,12,0,0
6,70,12,0,0
11,99,23,0,0
11,83,36,0,0
11,86,18,0,0
12,77,6,0,0
11,100,60,0,1
11,100,54,0,1
11,100,32,0,1
11,70,3,0,0
13,100,23,0,0
11,83,29,0,0
11,100,26,0,0
11,100,20,0,0
5,98,11,0,0
11,100,35,0,1
11,100,35,0,1
11,87,32,0,0
11,97,32,0,1
11,88,11,0,0
11,88,35,0,1
11,100,26,0,0
5,96,26,0,0
11,100,23,0,0
11,78,29,0,0
11,100,23,0,0
11,81,26,0,0
11,100,26,0,0
11,88,17,0,0
11,80,35,0,0
5,99,26,0,0
11,65,23,0,0
11,86,26,0,0
11,94,32,0,0
11,100,32,0,1
13,96,20,0,0
11,85,8,0,0
12,77,23,0,0
11,97,35,0,1
5,83,20,0,0
11,100,32,0,1
12,98,26,0,0
7,70,23,0,0
11,78,35,0,0
11,80,8,0,0
11,86,26,0,0
11,100,35,0,1
11,85,26,0,0
11,79,20,0,0
11,100,35,0,1
11,100,35,0,1
11,68,24,0,0
11,91,32,0,0
11,74,35,0,0
11,88,20,0,0
11,100,26,0,0
11,84,11,0,0
11,95,32,0,1
11,71,12,0,0
11,92,32,0,0
5,100,35,0,1
12,88,23,0,0
10,81,26,0,0
12,89,26,0,0
11,76,23,0,0
11,100,26,0,0
11,88,11,0,0
11,73,35,0,0
11,98,35,0,1
11,76,23,0,0
11,100,35,0,1
11,97,12,0,0
8,95,35,0,1
11,75,35,0,0
11,98,35,0,1
11,100,11,0,0
11,60,24,0,0
11,75,26,0,0
5,84,29,0,0
11,100,29,0,0
11,100,35,0,1
11,90,26,0,0
11,84,32,0,0
5,97,32,0,1
13,90,26,0,0
11,78,35,0,0
11,72,17,0,0
11,100,35,0,1
11,80,26,0,0
11,98,26,0,0
11,80,32,0,0
11,75,35,0,0
11,93,17,0,0
8,100,14,0,0
11,87,35,0,1
11,100,23,0,0
11,84,35,0,0
11,96,20,0,0
11,100,32,0,1
11,91,17,0,0
11,97,35,0,1
11,76,35,0,0
11,97,26,0,0
11,90,17,0,0
11,82,23,0,0
11,81,32,0,0
11,85,9,0,0
12,85,11,0,0
11,98,26,0,0
11,76,8,0,0
11,86,35,0,0
11,96,26,0,0
11,100,8,0,0
11,100,26,0,0
11,76,23,0,0
11,78,35,0,0
11,86,26,0,0
11,75,26,0,0
11,84,26,0,0
11,87,20,0,0
7,100,35,0,1
5,90,11,0,0
11,90,35,0,1
11,93,26,0,0
11,87,17,0,0
11,91,26,0,0
5,100,26,0,0
11,80,23,0,0
11,80,17,0,0
11,81,11,0,0
11,84,35,0,0
8,86,20,0,0
11,100,41,0,1
12,88,20,0,0
11,84,35,0,0
11,97,26,0,0
11,94,35,0,1
11,100,35,0,1
11,100,32,0,1
13,82,38,0,1
13,65,21,0,0
11,88,6,0,0
11,86,6,0,0
11,100,24,0,0
11,95,35,0,1
11,60,8,0,0
11,83,11,0,0
11,94,35,0,1
11,80,8,0,0
11,78,17,0,0
13,100,6,0,0
13,82,39,0,1
11,80,26,0,0
11,69,15,0,0
11,84,35,0,0
11,80,11,0,0
11,70,8,0,0
11,88,11,0,0
11,100,26,0,0
7,100,15,0,0
