TipoMaturit√†,VotoDiploma,CFU1,AnniFuoriCorso
11.0,90.0,42,1.0
11.0,95.0,42,1.0
11.0,75.0,24,1.0
7.0,93.0,21,1.0
11.0,95.0,54,0.0
11.0,100.0,33,1.0
13.0,88.0,6,1.0
11.0,100.0,48,1.0
11.0,82.0,27,1.0
11.0,95.0,42,1.0
11.0,84.0,48,1.0
7.0,75.0,33,1.0
11.0,93.0,42,1.0
11.0,95.0,42,1.0
11.0,68.0,42,1.0
11.0,77.0,48,1.0
11.0,100.0,48,1.0
11.0,92.0,42,1.0
5.0,78.0,42,1.0
5.0,87.0,33,1.0
11.0,85.0,36,1.0
11.0,70.0,33,1.0
11.0,88.0,48,1.0
11.0,100.0,48,1.0
11.0,90.0,54,0.0
11.0,95.0,48,0.0
11.0,65.0,27,1.0
11.0,76.0,33,1.0
5.0,96.0,48,0.0
11.0,77.0,48,1.0
11.0,100.0,48,1.0
7.0,95.0,48,1.0
11.0,95.0,48,0.0
11.0,100.0,48,1.0
10.0,88.0,33,1.0
11.0,80.0,33,1.0
11.0,96.0,42,1.0
11.0,100.0,54,0.0
11.0,100.0,48,0.0
11.0,96.0,48,0.0
11.0,72.0,15,1.0
11.0,86.0,48,1.0
11.0,100.0,54,0.0
11.0,96.0,27,1.0
11.0,86.0,48,0.0
11.0,100.0,48,0.0
11.0,90.0,27,1.0
11.0,100.0,48,1.0
12.0,98.0,48,1.0
13.0,83.0,21,1.0
11.0,65.0,30,1.0
11.0,100.0,48,1.0
11.0,80.0,15,1.0
11.0,100.0,48,0.0
7.0,87.0,6,1.0
11.0,94.0,21,1.0
11.0,83.0,42,1.0
11.0,80.0,33,1.0
11.0,99.0,33,1.0
11.0,70.0,21,1.0
11.0,100.0,48,0.0
5.0,89.0,21,1.0
13.0,92.0,51,1.0
11.0,88.0,48,1.0
13.0,66.0,15,1.0
11.0,94.0,42,1.0
11.0,97.0,48,1.0
5.0,96.0,27,1.0
11.0,100.0,54,0.0
13.0,100.0,21,1.0
11.0,83.0,42,1.0
11.0,95.0,18,1.0
6.0,72.0,42,1.0
5.0,80.0,33,1.0
11.0,60.0,6,1.0
11.0,100.0,15,1.0
11.0,76.0,33,1.0
7.0,72.0,6,1.0
11.0,85.0,48,1.0
11.0,70.0,24,1.0
11.0,83.0,27,1.0
11.0,74.0,33,1.0
13.0,92.0,24,1.0
10.0,77.0,12,1.0
11.0,94.0,60,1.0
11.0,74.0,18,1.0
11.0,98.0,48,0.0
11.0,94.0,54,0.0
11.0,96.0,42,1.0
13.0,100.0,54,0.0
7.0,95.0,54,0.0
13.0,82.0,21,1.0
11.0,92.0,48,1.0
11.0,100.0,42,1.0
11.0,98.0,48,1.0
4.0,100.0,42,0.0
4.0,100.0,42,0.0
11.0,82.0,42,1.0
11.0,90.0,48,1.0
11.0,100.0,42,1.0
11.0,94.0,54,0.0
13.0,81.0,42,1.0
7.0,87.0,42,1.0
11.0,70.0,42,1.0
6.0,100.0,39,1.0
11.0,87.0,48,1.0
11.0,100.0,30,1.0
11.0,96.0,54,0.0
5.0,90.0,42,0.0
11.0,89.0,42,1.0
11.0,78.0,36,0.0
13.0,72.0,18,1.0
13.0,99.0,42,1.0
7.0,100.0,54,1.0
11.0,95.0,42,1.0
11.0,100.0,48,0.0
13.0,70.0,27,1.0
5.0,95.0,33,1.0
11.0,98.0,15,1.0
5.0,73.0,39,1.0
11.0,80.0,48,1.0
5.0,100.0,54,0.0
11.0,100.0,54,0.0
11.0,100.0,48,0.0
11.0,95.0,36,1.0
11.0,100.0,54,0.0
13.0,80.0,12,1.0
11.0,80.0,42,1.0
11.0,97.0,42,1.0
5.0,80.0,15,1.0
11.0,86.0,33,1.0
11.0,90.0,42,1.0
11.0,72.0,30,1.0
13.0,87.0,42,1.0
11.0,73.0,42,1.0
11.0,100.0,42,1.0
11.0,100.0,42,1.0
5.0,100.0,48,0.0
11.0,83.0,42,1.0
11.0,100.0,54,0.0
7.0,100.0,54,0.0
11.0,73.0,42,1.0
11.0,75.0,48,1.0
5.0,90.0,6,1.0
11.0,90.0,30,1.0
11.0,85.0,33,1.0
13.0,85.0,42,1.0
7.0,73.0,6,1.0
7.0,72.0,33,1.0
11.0,86.0,36,1.0
11.0,78.0,12,1.0
11.0,63.0,9,1.0
12.0,100.0,42,1.0
11.0,83.0,6,1.0
11.0,74.0,21,1.0
11.0,75.0,30,1.0
7.0,70.0,42,1.0
11.0,100.0,54,0.0
11.0,98.0,54,0.0
7.0,100.0,36,1.0
8.0,70.0,48,0.0
7.0,78.0,36,1.0
7.0,85.0,48,0.0
13.0,100.0,54,0.0
11.0,100.0,36,1.0
11.0,92.0,42,1.0
11.0,100.0,36,1.0
11.0,68.0,21,1.0
11.0,80.0,48,0.0
11.0,74.0,42,1.0
5.0,100.0,54,0.0
11.0,74.0,21,1.0
5.0,77.0,27,1.0
11.0,60.0,33,1.0
11.0,84.0,54,0.0
11.0,89.0,42,1.0
13.0,100.0,21,1.0
2.0,100.0,48,1.0
11.0,64.0,54,0.0
5.0,98.0,15,1.0
11.0,82.0,42,1.0
7.0,98.0,48,0.0
11.0,97.0,36,1.0
13.0,86.0,42,1.0
11.0,90.0,54,0.0
11.0,100.0,42,1.0
11.0,95.0,24,1.0
11.0,95.0,42,1.0
11.0,87.0,42,1.0
11.0,94.0,54,1.0
11.0,94.0,30,1.0
11.0,100.0,36,1.0
5.0,80.0,42,1.0
11.0,80.0,36,0.0
11.0,72.0,42,1.0
11.0,60.0,21,1.0
11.0,94.0,48,1.0
11.0,65.0,33,1.0
11.0,94.0,24,1.0
11.0,94.0,24,1.0
13.0,95.0,42,1.0
8.0,80.0,42,0.0
11.0,100.0,54,0.0
11.0,68.0,12,1.0
11.0,60.0,21,1.0
11.0,100.0,42,0.0
11.0,84.0,15,1.0
11.0,100.0,42,1.0
11.0,65.0,21,1.0
11.0,77.0,24,1.0
11.0,86.0,48,0.0
11.0,91.0,42,0.0
11.0,60.0,33,1.0
5.0,82.0,24,1.0
11.0,100.0,54,0.0
11.0,77.0,54,0.0
11.0,86.0,54,0.0
7.0,63.0,9,1.0
11.0,72.0,42,1.0
11.0,87.0,36,1.0
11.0,92.0,36,1.0
7.0,72.0,36,1.0
5.0,83.0,42,1.0
11.0,90.0,48,1.0
11.0,100.0,48,0.0
10.0,88.0,33,1.0
6.0,80.0,6,1.0
11.0,97.0,48,0.0
11.0,68.0,42,1.0
11.0,84.0,48,1.0
11.0,83.0,33,1.0
11.0,82.0,30,1.0
6.0,76.0,9,1.0
11.0,70.0,9,1.0
11.0,93.0,21,0.0
11.0,91.0,54,0.0
11.0,82.0,54,0.0
11.0,100.0,48,0.0
11.0,80.0,54,0.0
11.0,80.0,54,0.0
11.0,96.0,12,1.0
11.0,64.0,48,0.0
11.0,90.0,48,0.0
6.0,86.0,36,1.0
11.0,90.0,54,0.0
11.0,100.0,21,1.0
11.0,100.0,54,0.0
12.0,100.0,48,0.0
5.0,84.0,21,1.0
11.0,90.0,54,0.0
11.0,70.0,21,1.0
7.0,79.0,42,0.0
13.0,76.0,42,0.0
11.0,68.0,12,1.0
11.0,70.0,48,0.0
11.0,78.0,36,0.0
7.0,100.0,54,0.0
11.0,94.0,21,1.0
11.0,67.0,15,0.0
11.0,80.0,24,0.0
13.0,88.0,42,0.0
7.0,88.0,54,0.0
8.0,98.0,54,0.0
11.0,88.0,42,0.0
11.0,100.0,54,0.0
11.0,94.0,33,0.0
3.0,100.0,6,1.0
11.0,77.0,33,0.0
11.0,96.0,21,1.0
11.0,82.0,48,1.0
11.0,93.0,48,0.0
11.0,100.0,48,0.0
11.0,89.0,54,0.0
5.0,100.0,42,0.0
5.0,85.0,48,0.0
7.0,100.0,54,0.0
13.0,94.0,15,1.0
11.0,97.0,6,1.0
11.0,97.0,54,0.0
11.0,79.0,42,0.0
11.0,86.0,48,0.0
11.0,76.0,6,1.0
11.0,82.0,33,1.0
11.0,80.0,48,0.0
11.0,72.0,39,0.0
11.0,100.0,54,0.0
11.0,71.0,21,1.0
11.0,84.0,21,1.0
5.0,80.0,24,1.0
11.0,70.0,33,0.0
11.0,72.0,9,1.0
11.0,100.0,54,0.0
11.0,97.0,54,0.0
11.0,90.0,39,1.0
11.0,96.0,54,0.0
11.0,73.0,48,0.0
5.0,90.0,42,0.0
11.0,100.0,42,0.0
13.0,90.0,42,0.0
13.0,96.0,12,1.0
11.0,100.0,48,0.0
13.0,100.0,54,0.0
7.0,78.0,21,1.0
11.0,92.0,54,0.0
11.0,91.0,48,0.0
13.0,100.0,54,0.0
11.0,82.0,48,0.0
11.0,87.0,18,1.0
11.0,97.0,48,0.0
11.0,88.0,42,0.0
13.0,90.0,21,0.0
11.0,95.0,12,1.0
11.0,86.0,24,0.0
11.0,100.0,45,0.0
11.0,84.0,42,0.0
11.0,60.0,12,1.0
11.0,100.0,54,0.0
11.0,100.0,21,1.0
11.0,93.0,30,0.0
11.0,68.0,30,0.0
7.0,70.0,24,0.0
11.0,70.0,12,1.0
11.0,95.0,54,0.0
11.0,90.0,54,0.0
11.0,97.0,48,0.0
11.0,90.0,48,0.0
9.0,90.0,27,1.0
5.0,74.0,48,0.0
11.0,100.0,48,0.0
6.0,100.0,54,0.0
7.0,87.0,42,0.0
11.0,90.0,54,0.0
7.0,78.0,54,0.0
11.0,75.0,33,0.0
11.0,100.0,54,0.0
11.0,95.0,42,0.0
5.0,88.0,33,0.0
11.0,80.0,36,0.0
11.0,70.0,12,0.0
11.0,82.0,39,0.0
11.0,68.0,27,1.0
11.0,82.0,30,0.0
13.0,92.0,6,1.0
11.0,88.0,48,0.0
11.0,100.0,48,0.0
11.0,82.0,36,0.0
5.0,100.0,54,0.0
12.0,83.0,12,1.0
11.0,89.0,42,0.0
11.0,77.0,48,0.0
11.0,76.0,54,0.0
13.0,97.0,6,1.0
11.0,82.0,48,0.0
10.0,96.0,33,1.0
7.0,96.0,42,0.0
11.0,92.0,42,0.0
5.0,88.0,48,0.0
11.0,78.0,24,0.0
6.0,63.0,15,0.0
11.0,84.0,48,0.0
11.0,87.0,39,0.0
11.0,94.0,54,0.0
11.0,91.0,42,0.0
5.0,94.0,42,0.0
11.0,100.0,30,0.0
11.0,82.0,15,1.0
5.0,100.0,54,0.0
11.0,93.0,48,0.0
7.0,97.0,54,0.0
11.0,85.0,48,0.0
11.0,77.0,42,0.0
11.0,100.0,48,0.0
11.0,95.0,48,0.0
11.0,93.0,54,0.0
11.0,78.0,21,1.0
11.0,74.0,6,1.0
11.0,78.0,39,1.0
11.0,86.0,42,0.0
11.0,83.0,39,0.0
11.0,80.0,42,0.0
11.0,90.0,54,0.0
11.0,82.0,54,0.0
5.0,81.0,48,0.0
5.0,96.0,42,0.0
11.0,95.0,54,0.0
11.0,94.0,54,0.0
11.0,75.0,42,1.0
11.0,78.0,54,0.0
11.0,98.0,36,0.0
11.0,81.0,42,0.0
11.0,100.0,21,1.0
11.0,100.0,54,0.0
11.0,83.0,54,0.0
11.0,83.0,54,0.0
11.0,66.0,48,0.0
5.0,86.0,42,0.0
11.0,90.0,30,0.0
5.0,100.0,48,0.0
11.0,77.0,24,0.0
7.0,82.0,54,0.0
11.0,85.0,42,1.0
13.0,81.0,21,1.0
11.0,100.0,54,0.0
11.0,72.0,42,0.0
5.0,96.0,33,0.0
11.0,100.0,54,0.0
11.0,82.0,48,0.0
8.0,86.0,48,0.0
11.0,75.0,6,1.0
11.0,100.0,54,0.0
11.0,94.0,54,0.0
11.0,100.0,54,0.0
11.0,95.0,21,1.0
5.0,98.0,24,0.0
11.0,96.0,6,0.0
13.0,73.0,6,1.0
11.0,96.0,53,1.0
11.0,85.0,32,1.0
11.0,85.0,11,1.0
11.0,89.0,53,1.0
13.0,90.0,23,1.0
11.0,85.0,41,1.0
11.0,87.0,53,1.0
11.0,94.0,53,1.0
5.0,92.0,47,1.0
11.0,90.0,53,1.0
11.0,100.0,53,1.0
11.0,97.0,53,1.0
11.0,68.0,39,1.0
11.0,69.0,33,1.0
11.0,97.0,53,1.0
13.0,82.0,47,1.0
5.0,77.0,35,1.0
13.0,95.0,41,1.0
5.0,87.0,53,1.0
13.0,100.0,53,1.0
11.0,73.0,47,1.0
11.0,80.0,53,1.0
11.0,78.0,44,1.0
11.0,84.0,41,1.0
11.0,100.0,53,1.0
13.0,65.0,11,1.0
11.0,73.0,41,1.0
11.0,80.0,47,1.0
11.0,90.0,47,1.0
11.0,91.0,53,1.0
11.0,86.0,26,1.0
13.0,72.0,26,1.0
11.0,96.0,41,1.0
11.0,100.0,53,1.0
11.0,96.0,53,1.0
11.0,88.0,47,1.0
11.0,67.0,15,1.0
11.0,69.0,21,1.0
11.0,96.0,50,1.0
11.0,75.0,53,1.0
11.0,74.0,47,1.0
11.0,74.0,38,1.0
11.0,100.0,29,1.0
11.0,84.0,53,1.0
11.0,100.0,53,1.0
11.0,100.0,32,1.0
11.0,65.0,53,1.0
11.0,88.0,47,1.0
11.0,89.0,53,1.0
11.0,83.0,53,1.0
11.0,92.0,53,1.0
11.0,100.0,47,1.0
6.0,96.0,50,1.0
11.0,100.0,53,1.0
7.0,100.0,53,1.0
11.0,90.0,53,1.0
7.0,86.0,47,1.0
11.0,96.0,53,1.0
11.0,66.0,35,1.0
13.0,84.0,29,1.0
5.0,74.0,53,1.0
11.0,85.0,47,1.0
11.0,81.0,41,1.0
11.0,87.0,53,1.0
11.0,89.0,53,1.0
11.0,100.0,53,1.0
11.0,100.0,53,1.0
11.0,100.0,53,1.0
11.0,71.0,53,1.0
11.0,84.0,53,1.0
11.0,73.0,11,1.0
11.0,95.0,53,1.0
11.0,80.0,53,1.0
11.0,88.0,53,1.0
11.0,75.0,50,1.0
11.0,89.0,47,1.0
11.0,78.0,41,1.0
11.0,83.0,53,1.0
11.0,87.0,53,1.0
11.0,88.0,47,1.0
7.0,72.0,33,1.0
13.0,85.0,47,1.0
11.0,88.0,53,1.0
13.0,75.0,47,1.0
5.0,87.0,53,1.0
11.0,97.0,53,1.0
5.0,100.0,53,1.0
11.0,92.0,41,1.0
7.0,81.0,53,1.0
11.0,85.0,53,1.0
7.0,72.0,32,1.0
11.0,78.0,41,1.0
11.0,90.0,11,1.0
11.0,77.0,44,1.0
11.0,82.0,53,1.0
7.0,63.0,53,1.0
13.0,96.0,41,1.0
11.0,82.0,53,1.0
13.0,100.0,47,1.0
5.0,80.0,47,1.0
11.0,87.0,44,1.0
11.0,76.0,53,1.0
11.0,85.0,32,1.0
11.0,76.0,53,1.0
11.0,67.0,8,1.0
11.0,100.0,53,1.0
11.0,74.0,41,1.0
11.0,88.0,47,1.0
7.0,88.0,53,1.0
11.0,87.0,53,1.0
11.0,68.0,35,1.0
13.0,75.0,20,1.0
11.0,90.0,53,1.0
11.0,100.0,47,1.0
11.0,100.0,53,1.0
11.0,76.0,11,1.0
7.0,65.0,11,1.0
11.0,97.0,47,1.0
11.0,100.0,53,1.0
11.0,85.0,53,1.0
13.0,70.0,11,1.0
11.0,100.0,41,1.0
11.0,90.0,53,1.0
11.0,72.0,35,1.0
11.0,100.0,53,1.0
11.0,100.0,27,1.0
11.0,100.0,35,1.0
11.0,70.0,3,1.0
11.0,72.0,41,1.0
11.0,75.0,26,1.0
11.0,100.0,38,1.0
11.0,100.0,26,1.0
11.0,100.0,20,1.0
11.0,83.0,47,1.0
11.0,95.0,53,1.0
11.0,96.0,47,1.0
11.0,100.0,53,1.0
11.0,92.0,53,1.0
11.0,100.0,38,1.0
11.0,100.0,47,1.0
11.0,100.0,53,1.0
7.0,95.0,53,1.0
5.0,92.0,47,1.0
11.0,80.0,32,1.0
11.0,80.0,41,1.0
11.0,100.0,53,1.0
8.0,70.0,32,1.0
11.0,100.0,47,1.0
11.0,95.0,53,1.0
11.0,60.0,41,1.0
13.0,70.0,24,1.0
6.0,100.0,11,1.0
11.0,93.0,53,1.0
3.0,100.0,44,1.0
11.0,84.0,24,1.0
11.0,84.0,12,1.0
6.0,70.0,12,1.0
11.0,99.0,23,1.0
11.0,83.0,36,1.0
11.0,86.0,18,1.0
12.0,77.0,6,1.0
11.0,100.0,60,1.0
11.0,100.0,54,1.0
11.0,100.0,32,1.0
11.0,70.0,3,1.0
13.0,100.0,23,1.0
11.0,83.0,29,1.0
11.0,100.0,26,1.0
11.0,100.0,20,1.0
5.0,98.0,11,1.0
11.0,100.0,35,1.0
11.0,100.0,35,1.0
11.0,87.0,32,1.0
11.0,97.0,32,1.0
11.0,88.0,11,1.0
11.0,88.0,35,1.0
11.0,100.0,26,1.0
5.0,96.0,26,1.0
11.0,100.0,23,1.0
11.0,78.0,29,1.0
11.0,100.0,23,1.0
11.0,81.0,26,1.0
11.0,100.0,26,1.0
11.0,88.0,17,1.0
11.0,80.0,35,1.0
5.0,99.0,26,1.0
11.0,65.0,23,1.0
11.0,86.0,26,1.0
11.0,94.0,32,1.0
11.0,100.0,32,1.0
13.0,96.0,20,1.0
11.0,85.0,8,1.0
12.0,77.0,23,1.0
11.0,97.0,35,1.0
5.0,83.0,20,1.0
11.0,100.0,32,1.0
12.0,98.0,26,1.0
7.0,70.0,23,1.0
11.0,78.0,35,1.0
11.0,80.0,8,1.0
11.0,86.0,26,1.0
11.0,100.0,35,1.0
11.0,85.0,26,1.0
11.0,79.0,20,1.0
11.0,100.0,35,1.0
11.0,100.0,35,1.0
11.0,68.0,24,1.0
11.0,91.0,32,1.0
11.0,74.0,35,1.0
11.0,88.0,20,1.0
11.0,100.0,26,1.0
11.0,84.0,11,1.0
11.0,95.0,32,1.0
11.0,71.0,12,1.0
11.0,92.0,32,1.0
5.0,100.0,35,1.0
12.0,88.0,23,1.0
10.0,81.0,26,1.0
12.0,89.0,26,1.0
11.0,76.0,23,1.0
11.0,100.0,26,1.0
11.0,88.0,11,1.0
11.0,73.0,35,1.0
11.0,98.0,35,1.0
11.0,76.0,23,1.0
11.0,100.0,35,1.0
11.0,97.0,12,1.0
8.0,95.0,35,1.0
11.0,75.0,35,1.0
11.0,98.0,35,1.0
11.0,100.0,11,1.0
11.0,60.0,24,1.0
11.0,75.0,26,1.0
5.0,84.0,29,1.0
11.0,100.0,29,1.0
11.0,100.0,35,1.0
11.0,90.0,26,1.0
11.0,84.0,32,1.0
5.0,97.0,32,1.0
13.0,90.0,26,1.0
11.0,78.0,35,1.0
11.0,72.0,17,1.0
11.0,100.0,35,1.0
11.0,80.0,26,1.0
11.0,98.0,26,1.0
11.0,80.0,32,1.0
11.0,75.0,35,1.0
11.0,93.0,17,1.0
8.0,100.0,14,1.0
11.0,87.0,35,1.0
11.0,100.0,23,1.0
11.0,84.0,35,1.0
11.0,96.0,20,1.0
11.0,100.0,32,1.0
11.0,91.0,17,1.0
11.0,97.0,35,1.0
11.0,76.0,35,1.0
11.0,97.0,26,1.0
11.0,90.0,17,1.0
11.0,82.0,23,1.0
11.0,81.0,32,1.0
11.0,85.0,9,1.0
12.0,85.0,11,1.0
11.0,98.0,26,1.0
11.0,76.0,8,1.0
11.0,86.0,35,1.0
11.0,96.0,26,1.0
11.0,100.0,8,1.0
11.0,100.0,26,1.0
11.0,76.0,23,1.0
11.0,78.0,35,1.0
11.0,86.0,26,1.0
11.0,75.0,26,1.0
11.0,84.0,26,1.0
11.0,87.0,20,1.0
7.0,100.0,35,1.0
5.0,90.0,11,1.0
11.0,90.0,35,1.0
11.0,93.0,26,1.0
11.0,87.0,17,1.0
11.0,91.0,26,1.0
5.0,100.0,26,1.0
11.0,80.0,23,1.0
11.0,80.0,17,1.0
11.0,81.0,11,1.0
11.0,84.0,35,1.0
8.0,86.0,20,1.0
11.0,100.0,41,1.0
12.0,88.0,20,1.0
11.0,84.0,35,1.0
11.0,97.0,26,1.0
11.0,94.0,35,1.0
11.0,100.0,35,1.0
11.0,100.0,32,1.0
13.0,82.0,38,1.0
13.0,65.0,21,1.0
11.0,88.0,6,1.0
11.0,86.0,6,1.0
11.0,100.0,24,1.0
11.0,95.0,35,1.0
11.0,60.0,8,1.0
11.0,83.0,11,1.0
11.0,94.0,35,1.0
11.0,80.0,8,1.0
11.0,78.0,17,1.0
13.0,100.0,6,1.0
13.0,82.0,39,1.0
11.0,80.0,26,1.0
11.0,69.0,15,1.0
11.0,84.0,35,1.0
11.0,80.0,11,1.0
11.0,70.0,8,1.0
11.0,88.0,11,1.0
11.0,100.0,26,1.0
7.0,100.0,15,1.0
